,,,,C#_JF298201,C16_AY258477,C16a_AY765399,C1_JN558041,C1.5_EF634157,C1.7_FJ461494,C1.v1b_FJ919244,C1005_DQ480633,C1006_DQ480629,C1010_DQ480607,C1011_DQ480605,C1052_AY186570,C1057_DQ480619,C1206_EU074965,C1207_EU074964,C1208_EU074963,C24_AY239376,Cspd_EU436644,C1003_DQ480639,C1053_AY186569,C1007_DQ480624,C1002_DQ838544,C1148_EU040178,C1188_EU099838,C3.10_FJ461505,C3z_GU111884,C1012_DQ480604,C3_AB778606,C1040_AB190269,C1045_DQ068036,C1070_DQ335349,C1085_AY624605,C29_AY258494,C3.14_HQ630872,C3.8_FJ461503,C36_AY258480,C3a_AF499790,C3y_GU111870,C1013_DQ480642,C50_AY589755,C1f_AY258490,C2r,C1h_AY258473,C7_AF499797,C119_GU111900,C3u_GU111879,C3aa_GU111880,C1a_AF499788,C1i_AY589731,C1063_DQ335403,C62_AY589766,C1064_DQ335395,C1068_DQ335379,C1071_DQ335302,C1075_DQ335328,C1078_AB190271,C1090_AB207191,C1110_DQ335340,C1m_AY765398,C1066_DQ335382,C1073_DQ335332,C1091_AB207186,C1119_DQ335404,C1120_DQ335398,C64a_AY589768,C38_AY258482,C1028_DQ335357,C1116_AB190268,C1115_AB190273,C1j_AY589732,C6_AF499796,C1026_DQ335366,C1031_DQ335352,C1107_DQ335359,C1082_AB190267,C20_AY239371,C3f_AY589734,C3p_GU907654,C65_AY589769,C71_AY589775,C1146_EF656434,C3.11_FJ461506,Cspb_EU431996,C115_GU111898,C115a_GU111902,C11_AF499800,C51_AY589756,C113_GU111896,C3ff_HM185740,C3n_EU449106,C54a_AY765406,C3t_EF541149,C1224_EU074890,C1225_EU074893,C1009_DQ480608,C1228_EU074883,C18_AY258478,C1018_DQ335408,C1020_DQ335392,C1019_DQ335407,C1022_DQ335331,C1027_DQ335360,C1039_AB190274,C1067_DQ335381,C1004_DQ480635,C1041_AY186548,C37_AY258481,C75_AY765410,C1232_EU118163,C3k_AY589737,C40_AY258485,C40a_AY589747,C94_GU111876,C94a_GU111877,C10_AF499799,C10a_AY589739,C86,C1048_DQ068026,C112_GU111895,C1c_AF499794,C3.12_FJ461507,C45.3_FJ461522,C67_AY686647,C82a_GU907659,C44_AY589750,C44a_AY589751,C8_AY239367,C8c_FJ646566,C8a_AY239368,C45a_AY765404,C47_AY589752,C43_AY589749,C9_AF499798,C1147_EF656433,C1d_AY258488,C1k_AY589733,C42.1_AY258487,C46_EU449108,C46a_AY765405,C82_GU907658,C120_HM185737,C23_AY239375,C1069_DQ335375,C35.1_AY765401,C35.3_EF541145,C79_AY765414,C107a_GU111890,C125_EU597011,C33.1_AY258498,C33.2_EF541148,C34_AY258499,C1#_JF298202,C15_AY239369,C15.1_FJ461508,C15.9_FN563475,C15g_FJ646567,C15i_GU111871,C15j_GU111872,C15L_GU111874,C60_AY589764,C93.2_AM748562,C15.5_FJ461512,C15a_AY258476,C1149_AB294620,C91_AJ621543,C1158_AB294614,C1161_AB294606,C1163_AB294596,C1165_AB294581,C1173_AB294662,C1183_AB294631,C91a_AM748556,C91b_AM748557,C91c_AM748558,C91d_AM748559,C1151_AB294621,C92_AM748560,C1156_AB294616,C92a_AM748561,C5_AF499795,C1160_AB294608,C1162_AB294594,C1164_AB294593,C15.27_KC597689,C15.24_KC597696,C1129_DQ182651,C116_GU111899,C15.29_KC597690,C1126_DQ182653,C1140_DQ182638,C15c_AY258492,C15d_AY258493,C1083_AY237300,C1087_DQ182655,C1088_DQ182640,C56a_EU449110,C56_AY589760,C15.26_KC597686,C1167_AB294586,C15.2_type2_FN298449,C15.21_KC597683,C1122_DQ182654,C1127_DQ182652,C1139_DQ182639,C1141_DQ182636,C15.28_KC597687,C1131_DQ182650,C1142_DQ182635,C1134_DQ182647,C1135_DQ182646,C15.30_JX394114,C15.25_KC597685,Cspf_EU436648,C1077_DQ335316,C15f_AY589743,C19_AY258479,C1153_AB294625,C66_AY589771,C1154_AB294626,C66b_EU449112,C74_AY765409,C57_AY589761,C57a_GU111883,C1186_AB294628,C1201_EU099793,C2_AF333518,C80_GU907656,C1169_AB294660,C1170_AB294661,C1175_AB294653,C1176_AB294651,C1177_AB294659,C1178_AB294647,C1179_AB294645,C1174_AB294655,C1054_AY186565,C1.11_HE578984,C1.12_HE578985,C1.13_HE578986,C1.14_HE578987,C1.15_HE578988,C1.17_HE578990,C21.18_HE579030,C3.21_HE579009,C3.22_HE579010,C3.19_HE579007,C21.17_HE579029,C21.19_HE579031,C21.20_HE579032,C1.20_HE578993,C15.14_HE579020,C15.16_HE579022,C15.20_HE579026,C15.18_HE579024,C15.19_HE579025,C15.7_HE579015,C15.17_HE579023,C3.23_HE579011,C3.24_HE579012,C38a_AY258483,C1200_EU099800,C39_AY258484,C3.1_JF683321,C8b_AY258475,C1189_EU099831,C1191_EU099833,C1192_EU099820,C17_AY239370,C17.1_JF683322,C17a_GU111875,C21.11_HQ630874,C21.14_FJ461516,C21.16_HQ630875,C21.13_FJ461515,C32_AY258497,C21.2_JF683324,C21.4_JF683326,C21.7_JF683328,C21.8_JF683329,C21.9_JF683330,C3o_GU907653,C21.10_JF683331,C21.1_JF683323,C21.3_JF683325,C3ha_AY589736,C21.22_KC597692,C58_AY589762,C17.2_FJ461513,C31c_FJ646570,C63a_AY589767,C17.2.1_KC597684,C31.9_HQ630879,C30.2_AY589745,C31_AY258496,C31.1_HQ630876,C31.3_JF683333,C31.5_HQ630877,C31.6_HQ630878,C31.2_JF683332,C96_FJ646574,C26_AY239378,C26.b2_FN827164,C27_AY239379,C123_EU099826,C1b_AY239363,C3.2_FJ461497,C163a,C163b,C3g_AY589735,Cspe_EU436646,C3v_GU111868,C89_FJ646573,C106a_GU111903,C106_GU111888,C107_GU111889,C48_AY589753,C83_GU907661,C77_AY765412,C107b_GU111891,C3.15_FJ529649,C76_AY765411,C28_AY239380,C3.9_FJ461504,C3b_AF499791,C53_AY589758,C64_FM877432,C87,C78_AY765413,C1098_DQ182641,C90_AM748554,C52_AY589757,C124_EU099827,C40b_AY589748,C105_GU111886,C105a_GU111887,C1229_EU074888,C72_AY765407,C55_AY589759,C1096_DQ068023,C15e_AY589742,C22_AY239373,C22a_AY239374,C14_AY589741,C1150_AB294622,C1159_AB294613,C25_AY239377,C1111_DQ182645,C1132_DQ182649,C1143_DQ182634,C1133_DQ182648,C1136_DQ182644,C1137_DQ182643,C1138_DQ182642,C13_AY589740,C88a_FJ646572,C59_AY589763,C1aa_HM185739,C128_EU099821,C1023_DQ335330,C1s_GU111865,C81_GU907657,C69_AY589773,C61_AY589765,C3q_GU907655,C3L_AY589738,C84,C84a,C73_AY765408,C32.1_JF683335,C32.2_JF683336,C1118_AF180127
C74_AY765409,,,,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,7,8,9,7,8,7,6,7,7,7,7,7,7,7,7,5,7,8,7,8,7,8,7,8,7,8,8,9,8,7,8,8,8,8,8,8,8,8,9,8,8,9,9,9,8,7,8,9,8,8,7,8,9,8,8,7,8,7,8,7,7,7,7,8,7,9,10,8,7,8,8,9,8,8,8,8,8,8,7,8,8,8,9,9,9,10,8,8,7,8,9,8,9,9,8,10,9,9,8,7,9,9,9,9,8,9,10,10,11,8,8,10,9,9,9,9,9,10,11,10,9,9,9,8,9,8,12,10,11,11,8,7,8,8,8,8,8,8,8,8,7,6,7,6,7,7,7,7,6,7,7,7,7,7,6,7,8,8,8,7,7,7,9,8,8,8,8,9,8,7,8,9,8,9,9,9,10,8,9,10,12,12,12,12,12,13,12,13,13,12,10,10,8,8,9,2,1,2,2,0,2,3,2,7,8,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,8,7,6,6,7,10,9,8,8,8,8,8,8,8,9,9,8,8,7,10,7,8,7,6,7,7,7,7,7,8,9,7,7,7,7,7,7,8,6,8,8,11,7,7,8,9,10,8,10,9,10,10,10,10,10,10,7,8,9,11,8,7,9,10,7,9,8,7,8,11,8,9,7,10,9,7,9,8,9,7,11,10,8,14,10,6,9,13,9,10,16,7,7,8,9,9,8,9,9,9,10,12,16,15,14,15,15,15,15,10,11,14,13,12,9,8,10,12,9,13,9,11,12,10,30,28,13
C57_AY589761,,,,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,6,7,8,6,7,6,5,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,7,6,7,7,8,7,6,7,7,7,7,7,7,7,7,8,7,7,8,8,8,7,6,7,8,7,7,6,7,8,7,7,6,7,6,7,6,6,6,6,7,6,8,9,7,6,7,7,8,7,7,7,7,7,7,6,7,7,7,8,8,8,9,7,7,8,7,8,7,8,8,8,9,8,8,7,6,8,8,8,8,9,8,9,9,10,8,7,9,8,8,8,8,8,9,10,9,8,8,8,7,8,7,11,9,10,10,8,7,8,8,8,8,8,8,8,8,7,6,7,6,7,7,7,7,6,7,7,7,7,7,6,7,8,8,8,7,7,7,9,8,8,8,8,9,8,7,8,9,8,9,9,9,10,8,9,10,12,12,12,12,12,13,12,13,13,12,10,9,7,8,8,2,1,2,2,2,0,1,2,6,8,8,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,6,5,5,6,9,9,8,8,8,8,8,8,9,10,8,7,7,6,9,6,7,6,5,6,6,6,6,6,7,8,6,6,6,6,6,6,7,7,7,7,10,6,6,7,8,9,7,9,8,9,9,9,9,9,11,6,7,8,10,7,6,8,9,6,8,9,8,9,12,7,8,6,9,8,6,8,7,8,6,10,9,7,13,10,6,8,12,8,9,15,6,6,8,10,9,8,9,8,9,10,11,16,15,14,15,15,15,15,9,10,13,12,11,8,7,9,11,10,12,8,10,11,9,29,27,13
C57a_GU111883,,,,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,7,8,9,7,8,7,6,7,7,7,7,7,7,7,7,7,7,8,7,8,7,8,7,8,7,8,8,9,8,7,8,8,8,8,8,8,8,8,9,8,8,9,9,9,8,7,8,9,8,8,7,8,9,8,8,7,8,7,8,7,7,7,7,8,7,9,10,8,7,8,8,9,8,8,8,8,8,8,7,8,8,8,9,9,9,10,8,8,7,8,9,8,9,9,9,10,9,9,8,7,9,9,9,9,10,9,10,10,11,9,8,10,9,9,9,9,9,10,11,10,9,9,9,8,9,8,12,10,11,11,9,8,9,9,9,9,9,9,9,9,8,7,8,7,8,8,8,8,7,8,8,8,8,8,7,8,9,9,9,8,8,8,10,9,9,9,9,10,9,8,9,10,9,10,10,10,11,9,10,11,13,13,13,13,13,14,13,14,14,13,11,10,8,9,9,3,2,3,3,3,1,0,3,7,9,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,8,7,6,6,7,10,10,9,9,9,9,9,9,8,9,9,8,8,7,10,7,8,7,6,7,7,7,7,7,8,9,7,7,7,7,7,7,8,8,8,8,11,7,7,8,9,10,8,10,9,10,10,10,10,10,12,7,8,9,11,8,7,9,10,7,9,10,9,10,13,8,9,7,10,9,7,9,8,9,7,11,10,8,14,11,7,9,13,9,10,16,5,7,9,11,10,9,10,9,10,11,12,17,16,15,16,16,16,16,10,11,14,13,12,9,8,10,12,11,13,9,11,12,10,30,28,14
C1186_AB294628,,,,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,7,8,9,7,8,7,6,7,7,7,7,7,7,7,7,7,7,8,7,8,7,8,7,8,7,8,8,9,8,7,8,8,8,8,8,8,8,8,9,8,8,9,9,9,8,7,8,9,8,8,7,8,9,8,8,7,8,7,8,7,7,7,7,8,7,9,10,8,7,8,8,9,8,8,8,8,8,8,7,8,8,8,9,9,9,10,8,8,9,8,9,8,9,9,8,10,9,9,8,7,9,9,9,9,10,9,10,10,11,8,8,10,9,9,9,9,9,10,11,10,9,9,9,8,9,8,12,10,11,11,8,7,8,8,8,8,8,8,8,8,7,6,7,6,7,7,7,7,6,7,7,7,7,7,6,7,8,8,8,7,7,5,9,8,8,8,8,9,8,7,8,9,8,9,9,9,10,8,9,10,12,12,12,12,12,13,12,13,13,12,10,10,8,8,9,2,1,2,2,2,2,3,0,7,8,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,7,6,6,7,10,9,8,8,8,8,8,8,10,11,9,8,8,7,10,7,8,7,6,7,7,7,7,7,8,9,7,7,7,7,7,7,8,8,8,8,10,7,7,8,9,10,8,10,9,10,10,10,10,10,12,7,8,9,11,8,7,9,10,7,9,10,9,10,13,8,9,7,10,9,7,9,8,9,7,11,10,8,14,10,6,9,13,9,10,16,7,7,8,11,9,9,10,9,9,10,12,16,15,14,15,15,15,15,10,11,14,13,12,9,8,10,12,11,13,9,11,12,10,30,28,13
C1201_EU099793,,,,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,4,3,4,2,3,4,3,4,4,4,4,4,4,4,2,5,4,4,5,5,5,4,3,4,5,2,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,4,4,3,4,4,3,3,2,2,2,4,4,3,4,4,4,5,3,3,4,4,4,5,4,5,4,5,3,4,4,3,3,2,3,3,3,3,3,4,3,4,4,5,4,4,4,3,3,3,3,3,4,5,4,3,5,6,5,6,4,6,4,5,5,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,6,8,6,7,8,10,10,10,10,11,11,10,11,11,9,8,6,4,6,6,7,6,7,7,7,6,7,7,0,6,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,4,3,3,3,4,4,7,6,6,6,6,6,6,6,7,5,4,2,3,4,4,5,4,3,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,5,5,8,4,4,5,6,8,6,8,7,8,8,8,8,8,10,4,5,6,5,2,3,5,4,3,5,4,3,6,7,4,5,3,6,5,3,5,4,5,3,7,6,4,8,8,4,5,9,5,5,11,3,2,6,7,7,5,6,5,7,8,7,14,13,12,13,13,13,13,4,8,8,7,7,4,2,6,6,9,10,5,7,8,7,26,24,11
C2_AF333518,,,,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,6,7,5,6,5,4,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,5,4,3,4,4,5,6,5,6,6,6,6,6,6,6,6,7,6,6,7,7,7,6,5,6,7,6,6,5,6,7,6,6,5,6,5,6,5,5,5,5,6,5,7,8,6,5,6,6,7,7,6,6,6,6,6,5,6,6,6,7,7,7,8,6,6,7,6,7,6,7,7,6,8,7,7,6,5,7,7,7,7,8,7,8,8,9,6,8,8,7,7,7,7,7,8,9,8,7,7,8,7,8,6,10,8,9,9,2,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,5,6,6,4,3,3,3,3,2,2,2,2,4,3,2,3,3,2,3,3,3,4,4,3,4,6,6,6,6,7,7,6,7,7,6,4,8,6,2,3,8,7,8,8,8,8,9,8,6,0,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,6,8,3,2,2,2,2,2,2,6,7,7,6,5,5,8,6,7,6,5,6,6,6,6,6,7,8,6,6,6,6,6,6,7,7,7,7,10,6,6,7,8,10,8,10,9,10,10,10,10,10,12,6,7,8,9,6,5,7,8,5,7,8,7,10,11,6,7,5,8,7,5,7,6,7,5,9,8,6,10,4,4,7,11,7,8,14,5,5,2,9,3,7,8,9,7,8,10,10,9,8,9,9,9,9,8,10,12,11,10,6,5,7,9,11,12,7,9,10,9,28,26,6
C80_GU907656,,,,3,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,2,3,1,2,5,4,5,5,5,5,5,5,5,3,6,5,5,6,6,6,5,4,5,6,3,5,4,5,6,5,5,4,5,4,5,4,4,4,4,5,4,6,5,5,4,5,5,4,4,3,3,3,5,5,4,5,5,5,6,4,4,5,5,5,6,5,6,5,6,4,5,5,4,4,3,4,4,4,4,4,5,4,5,5,6,5,5,5,4,4,4,4,4,5,6,5,4,6,7,6,7,5,7,5,6,6,5,4,5,5,5,5,5,5,5,5,6,5,4,3,4,4,4,4,4,4,4,4,4,4,5,6,7,7,5,4,4,4,6,5,5,5,5,7,6,5,6,6,5,6,6,5,7,5,6,7,9,9,9,9,10,10,9,10,10,8,7,7,5,5,5,9,8,9,9,9,8,9,9,3,5,0,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,4,5,4,4,4,5,5,6,5,5,5,5,5,5,5,6,6,5,2,4,5,5,6,5,4,5,5,5,5,5,6,7,5,5,5,5,5,5,6,6,6,6,9,5,5,6,7,9,7,9,8,9,9,9,9,9,11,5,6,7,6,3,4,6,5,4,6,5,4,7,8,5,6,4,7,6,4,6,5,6,4,8,7,5,7,7,5,6,10,6,6,12,4,3,5,8,6,6,7,6,8,9,8,13,12,11,12,12,12,12,5,9,9,8,8,4,2,6,6,10,11,6,8,9,8,26,24,10
C1169_AB294660,C1169_AB294660,,,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,4,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,2,3,4,3,3,2,3,4,3,3,2,3,2,3,2,2,2,2,3,2,4,5,3,2,3,3,4,4,3,3,3,3,3,2,3,3,3,4,4,4,5,3,3,4,3,4,3,4,4,5,5,4,4,3,2,4,4,4,4,5,4,5,5,6,5,5,5,4,4,4,4,4,5,6,5,4,4,5,4,5,3,7,5,6,6,5,4,5,5,5,5,5,5,5,5,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,6,5,5,5,5,7,6,5,6,6,5,6,6,6,7,5,6,7,9,9,9,9,10,10,9,10,10,9,7,5,3,5,5,7,6,7,7,7,6,7,7,3,5,4,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,3,2,2,2,3,5,6,5,5,5,5,5,5,5,6,4,3,3,2,5,3,4,3,2,3,3,3,3,3,4,5,3,3,3,3,3,3,4,4,4,4,7,3,3,4,5,7,5,7,6,7,7,7,7,7,9,3,4,5,6,3,2,4,5,2,4,5,4,7,8,3,4,2,5,4,2,4,3,4,2,6,5,3,9,7,3,4,8,4,6,12,4,3,5,6,6,4,5,6,6,7,7,13,12,11,12,12,12,12,5,7,9,8,7,4,3,5,7,8,9,4,6,7,6,26,24,10
C1170_AB294661,,,,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,3,4,5,4,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,6,4,3,4,4,5,5,4,4,4,4,4,3,4,4,4,5,5,5,6,4,4,5,4,5,4,5,5,6,6,5,5,4,3,5,5,5,5,6,5,6,6,7,6,6,6,5,5,5,5,5,6,7,6,5,5,6,5,6,4,8,6,7,7,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,7,8,6,7,8,10,10,10,10,11,11,10,11,11,10,8,6,4,6,6,8,7,8,8,8,7,8,8,4,6,5,1,0,2,2,2,2,2,2,4,4,4,4,4,4,4,2,3,4,3,2,2,3,6,7,6,6,6,6,6,6,6,7,5,4,4,3,6,3,4,3,2,3,3,3,3,3,4,5,3,3,3,3,3,3,4,4,4,4,7,3,3,4,5,7,5,7,6,7,7,7,7,7,9,3,4,5,7,4,3,5,6,3,5,6,5,8,9,4,5,3,6,5,3,5,4,5,3,7,6,4,10,8,4,5,9,5,7,13,5,4,6,7,7,5,6,7,7,8,8,14,13,12,13,13,13,13,6,7,10,9,8,5,4,6,8,8,9,5,7,8,6,26,24,11
C1175_AB294653,,,,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,3,4,5,4,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,6,4,3,4,4,5,5,4,4,4,4,4,3,4,4,4,5,5,5,6,4,4,5,4,5,4,5,5,6,6,5,5,4,3,5,5,5,5,6,5,6,6,7,6,6,6,5,5,5,5,5,6,7,6,5,5,6,5,6,4,8,6,7,7,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,7,8,6,7,8,10,10,10,10,11,11,10,11,11,10,8,6,4,6,6,8,7,8,8,8,7,8,8,4,6,5,1,2,0,2,2,2,2,2,4,4,4,4,4,4,4,3,3,4,3,3,3,4,6,7,6,6,6,6,6,6,6,7,5,4,4,3,6,4,5,4,3,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,5,5,8,4,4,5,6,8,6,8,7,8,8,8,8,8,10,4,5,6,7,4,3,5,6,3,5,6,5,8,9,4,5,3,6,5,3,5,4,5,3,7,6,4,10,8,4,5,9,5,7,13,5,4,6,7,7,5,6,7,7,8,8,12,13,12,13,13,13,13,6,8,10,9,8,5,4,6,8,9,10,5,7,8,7,27,25,11
C1176_AB294651,,,,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,3,4,5,4,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,6,4,3,4,4,5,3,4,4,4,4,4,3,4,4,4,5,5,5,6,4,4,5,4,5,4,5,5,6,6,5,5,4,3,5,5,5,5,6,5,6,6,7,6,6,6,5,5,5,5,5,6,7,6,5,5,6,5,6,4,8,6,7,7,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,7,8,6,7,8,10,10,10,10,11,11,10,11,11,9,8,6,4,6,6,8,7,8,8,8,7,8,8,4,6,5,1,2,2,0,2,2,2,2,4,4,4,4,4,4,4,3,3,4,3,3,3,4,6,7,6,6,6,6,6,6,6,7,5,4,4,3,6,4,5,4,3,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,5,5,8,4,4,5,6,8,6,8,7,8,8,8,8,8,10,4,5,6,7,4,3,5,6,3,5,6,5,8,9,4,5,3,6,5,3,5,4,5,3,7,6,4,10,8,4,5,9,5,7,13,5,4,6,7,7,4,5,7,7,8,8,14,13,12,13,13,13,13,6,8,10,9,8,4,4,5,8,9,10,5,7,8,7,27,25,11
C1177_AB294659,,,,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,3,4,5,4,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,6,4,3,4,4,5,5,4,4,4,4,4,3,4,4,4,5,5,5,6,4,4,5,4,5,4,5,5,6,6,5,5,4,3,5,5,5,5,6,5,6,6,7,6,6,6,5,5,5,5,5,6,7,6,4,5,6,5,6,4,8,6,7,7,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,7,8,6,7,8,10,10,10,10,11,11,10,11,11,10,8,6,4,6,6,8,7,8,8,8,7,8,8,4,6,5,1,2,2,2,0,2,2,2,4,4,4,4,4,4,4,3,3,4,3,3,3,4,6,7,6,6,6,6,6,6,6,7,5,4,4,3,6,4,5,4,3,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,4,5,8,4,4,5,6,8,6,8,7,8,8,8,8,8,10,4,5,6,7,4,3,5,6,3,5,6,5,8,9,4,5,3,6,5,3,5,4,5,3,7,6,4,10,8,4,5,9,5,7,13,5,4,6,7,7,5,6,7,7,8,8,14,13,12,13,13,13,13,6,7,10,9,8,5,4,6,8,9,10,5,7,8,7,27,25,11
C1178_AB294647,,,,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,3,4,5,4,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,6,4,3,4,4,5,5,4,4,4,4,4,3,4,4,4,5,5,5,6,4,4,5,4,5,4,5,5,6,6,5,5,4,3,5,5,5,5,6,5,6,6,7,6,6,6,5,5,5,5,5,6,7,6,5,5,6,5,6,4,8,6,7,7,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,7,8,6,7,8,8,8,8,8,9,9,8,9,9,10,8,6,4,6,6,8,7,6,8,8,7,8,8,4,6,5,1,2,2,2,2,0,2,2,4,4,4,4,4,4,4,3,3,4,3,3,3,4,6,7,6,6,6,6,6,6,6,5,5,4,4,3,6,4,3,4,3,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,5,5,8,4,4,5,6,8,6,8,7,8,8,8,8,8,10,4,5,6,7,4,3,5,6,3,5,6,5,8,9,4,3,3,6,5,3,5,4,5,3,7,6,4,10,8,4,5,9,5,7,13,5,4,6,7,7,5,6,7,7,8,8,12,11,10,11,11,11,11,6,6,10,9,8,4,4,6,8,9,10,5,7,8,7,27,25,11
C1179_AB294645,,,,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,3,4,5,4,4,3,4,5,4,4,3,4,3,4,3,3,3,3,4,3,5,6,4,3,4,4,5,5,4,4,4,4,4,3,4,4,4,5,5,5,6,4,4,5,4,5,4,5,5,6,6,5,5,4,3,5,5,5,5,6,5,6,6,7,6,6,6,5,5,5,5,5,6,7,6,5,5,6,5,6,4,8,6,7,7,6,5,6,6,6,6,6,6,6,6,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,5,5,7,6,6,6,6,8,7,6,7,7,6,7,7,7,8,6,7,8,10,10,10,10,11,11,10,11,11,10,8,6,4,6,6,8,7,8,8,8,7,8,8,4,6,5,1,2,2,2,2,2,0,2,4,4,4,4,4,4,4,3,3,4,3,3,3,4,6,7,6,6,6,6,6,6,6,7,5,3,3,3,6,4,5,4,3,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,5,5,8,4,4,5,6,8,6,8,7,8,8,8,8,8,10,4,5,6,7,4,3,5,6,3,5,6,5,8,9,4,5,3,6,5,3,5,4,5,3,7,6,4,10,8,4,5,9,5,7,13,5,4,6,7,7,5,6,7,7,8,8,14,13,12,13,13,13,13,6,8,10,9,8,4,3,5,7,9,10,5,7,8,7,26,24,11
